60	-0.615	0.004
55.5	-0.721	0.212
51	-0.845	0.272
46.5	-0.839	0.335
42	-0.727	0.422
37.5	-0.677	0.5
33	-0.681	0.57
28.5	-0.681	0.626
24	-0.861	0.698
19.5	-0.596	0.79
15	-0.308	0.87
10.5	0.077	1.035
6	0.007	1.493
1.5	0.215	-0.117
-3	0.374	0.179
-7.5	0.227	0.424
-12	0.143	0.423
-16.5	0.174	0.414
-21	0.137	0.228
-25.5	0.146	0.366
-30	0.119	0.313
-34.5	0.178	0.366
-39	0.15	0.242
-43.5	0.21	0.377
-48	0.169	0.22
-52.5	0.174	0.397
-57	0.162	0.34
-60	0.164	0.283
