1	1.97E-07	2.71E-07	2.84E-07	3.16E-07	3.14E-07	3.73E-07	3.74E-07	4.14E-07	4.42E-07	5.32E-07	5.62E-07	5.28E-07	9.59E-07	9.69E-07	1.02E-06	5.29E-07
0.98	1.89E-07	2.54E-07	2.76E-07	2.97E-07	3.06E-07	3.56E-07	3.57E-07	4.01E-07	4.20E-07	5.16E-07	5.54E-07	5.53E-07	9.06E-07	9.38E-07	9.93E-07	5.32E-07
0.96	1.81E-07	2.43E-07	2.64E-07	2.85E-07	2.89E-07	3.40E-07	3.42E-07	3.83E-07	4.01E-07	4.79E-07	5.31E-07	4.86E-07	8.70E-07	9.03E-07	9.44E-07	4.68E-07
0.94	1.70E-07	2.40E-07	2.52E-07	2.88E-07	2.79E-07	3.38E-07	3.28E-07	3.63E-07	3.84E-07	4.72E-07	5.09E-07	4.60E-07	8.38E-07	8.56E-07	9.09E-07	4.81E-07
0.92	1.65E-07	2.28E-07	2.42E-07	2.69E-07	2.71E-07	3.25E-07	3.16E-07	3.46E-07	3.71E-07	4.44E-07	4.86E-07	4.87E-07	7.91E-07	8.12E-07	8.92E-07	4.39E-07
0.9	1.55E-07	2.13E-07	2.33E-07	2.60E-07	2.61E-07	3.03E-07	2.98E-07	3.32E-07	3.52E-07	4.31E-07	4.62E-07	4.78E-07	7.55E-07	7.64E-07	8.36E-07	4.39E-07
0.88	1.47E-07	2.04E-07	2.16E-07	2.39E-07	2.40E-07	2.95E-07	2.86E-07	3.16E-07	3.38E-07	4.02E-07	4.29E-07	4.59E-07	7.17E-07	7.46E-07	8.08E-07	4.17E-07
0.86	1.42E-07	1.98E-07	2.06E-07	2.31E-07	2.31E-07	2.86E-07	2.76E-07	3.08E-07	3.24E-07	3.82E-07	4.04E-07	4.37E-07	6.75E-07	7.06E-07	7.75E-07	4.13E-07
0.84	1.32E-07	1.90E-07	1.97E-07	2.24E-07	2.22E-07	2.60E-07	2.61E-07	2.90E-07	3.12E-07	3.78E-07	3.88E-07	4.16E-07	6.41E-07	6.89E-07	7.39E-07	4.01E-07
0.82	1.26E-07	1.74E-07	1.92E-07	2.11E-07	2.11E-07	2.52E-07	2.53E-07	2.76E-07	2.99E-07	3.52E-07	3.80E-07	3.89E-07	6.03E-07	6.59E-07	7.03E-07	3.79E-07
0.8	1.19E-07	1.72E-07	1.76E-07	1.96E-07	1.99E-07	2.37E-07	2.37E-07	2.64E-07	2.80E-07	3.24E-07	3.58E-07	3.66E-07	5.76E-07	6.20E-07	6.64E-07	3.63E-07
0.78	1.12E-07	1.59E-07	1.66E-07	1.89E-07	1.90E-07	2.25E-07	2.26E-07	2.48E-07	2.71E-07	3.06E-07	3.37E-07	3.50E-07	5.40E-07	5.90E-07	6.37E-07	3.61E-07
0.76	1.06E-07	1.50E-07	1.53E-07	1.75E-07	1.76E-07	2.07E-07	2.17E-07	2.33E-07	2.51E-07	2.87E-07	3.17E-07	3.35E-07	5.29E-07	5.68E-07	6.09E-07	3.45E-07
0.74	9.73E-08	1.38E-07	1.45E-07	1.63E-07	1.69E-07	2.00E-07	1.99E-07	2.20E-07	2.37E-07	2.86E-07	2.96E-07	3.10E-07	4.98E-07	5.23E-07	5.74E-07	3.30E-07
0.72	9.47E-08	1.27E-07	1.38E-07	1.51E-07	1.59E-07	1.89E-07	1.88E-07	2.05E-07	2.22E-07	2.67E-07	2.81E-07	2.89E-07	4.77E-07	4.90E-07	5.23E-07	3.23E-07
0.7	8.64E-08	1.19E-07	1.26E-07	1.44E-07	1.49E-07	1.72E-07	1.75E-07	1.92E-07	2.10E-07	2.53E-07	2.64E-07	2.79E-07	4.51E-07	4.55E-07	4.87E-07	2.81E-07
0.68	8.20E-08	1.12E-07	1.19E-07	1.33E-07	1.37E-07	1.56E-07	1.66E-07	1.82E-07	1.94E-07	2.41E-07	2.48E-07	2.65E-07	4.12E-07	4.33E-07	4.64E-07	2.84E-07
0.66	7.70E-08	1.02E-07	1.09E-07	1.20E-07	1.28E-07	1.48E-07	1.54E-07	1.69E-07	1.80E-07	2.24E-07	2.33E-07	2.41E-07	3.76E-07	4.08E-07	4.41E-07	2.59E-07
