60	2.4237E-9	4.751E-9	7.4689E-9	1.12149E-8	1.70678E-8	2.4081E-8	4.10257E-8	5.02236E-8	4.63604E-8	5.37274E-8	7.12744E-8	7.56596E-8	6.675E-8	7.565E-8	8.506E-8	7.8335E-8
59.5	2.2179E-9	4.22E-9	6.9039E-9	1.04917E-8	1.61891E-8	2.25693E-8	3.73493E-8	4.69821E-8	4.31143E-8	4.94681E-8	6.6376E-8	6.89903E-8	6.0153E-8	6.8386E-8	7.5509E-8	7.0037E-8
59	2.0206E-9	3.8824E-9	6.3666E-9	1.01309E-8	1.55058E-8	2.21946E-8	3.49286E-8	4.50156E-8	4.09135E-8	4.70375E-8	6.32498E-8	6.51363E-8	5.5956E-8	6.3226E-8	6.9541E-8	6.2376E-8
58.5	1.8811E-9	3.5402E-9	6.2206E-9	9.5242E-9	1.49778E-8	2.13042E-8	3.23964E-8	4.29881E-8	3.85974E-8	4.43901E-8	6.02443E-8	6.22725E-8	5.3061E-8	5.8752E-8	6.5125E-8	5.7119E-8
58	1.7305E-9	3.2784E-9	5.8115E-9	9.2263E-9	1.3942E-8	1.86047E-8	3.11271E-8	4.2145E-8	3.64945E-8	4.25986E-8	5.74638E-8	5.85318E-8	4.9841E-8	5.4966E-8	5.995E-8	5.213E-8
57.5	1.6075E-9	3.1057E-9	5.5871E-9	8.9185E-9	1.34917E-8	1.81261E-8	3.02471E-8	3.9963E-8	3.44635E-8	4.08748E-8	5.47975E-8	5.5376E-8	4.7658E-8	5.2372E-8	5.5524E-8	4.8484E-8
57	1.4598E-9	2.9457E-9	5.2573E-9	8.4745E-9	1.30808E-8	1.7814E-8	2.86006E-8	3.92903E-8	3.27063E-8	3.84801E-8	5.2868E-8	5.3531E-8	4.4404E-8	5.0579E-8	5.2578E-8	4.4662E-8
56.5	1.3426E-9	2.6803E-9	5.0349E-9	8.1925E-9	1.25087E-8	1.70078E-8	2.81506E-8	3.69476E-8	3.13146E-8	3.68647E-8	5.02639E-8	5.08178E-8	4.2489E-8	4.8667E-8	4.9854E-8	4.1195E-8
56	1.2816E-9	2.5528E-9	4.6902E-9	7.5935E-9	1.21585E-8	1.64986E-8	2.73591E-8	3.5908E-8	3.01439E-8	3.54399E-8	4.81302E-8	4.94508E-8	4.0458E-8	4.578E-8	4.6372E-8	3.9355E-8
55.5	1.2197E-9	2.3729E-9	4.4253E-9	7.7572E-9	1.17237E-8	1.59063E-8	2.57588E-8	3.34913E-8	2.88239E-8	3.37343E-8	4.63517E-8	4.76829E-8	3.8187E-8	4.3884E-8	4.2886E-8	3.6985E-8
55	1.132E-9	2.1733E-9	4.1519E-9	7.2555E-9	1.14402E-8	1.53357E-8	2.46526E-8	3.17554E-8	2.76592E-8	3.2334E-8	4.42883E-8	4.45047E-8	3.6375E-8	4.1246E-8	4.0402E-8	3.4477E-8
54.5	1.0862E-9	2.0578E-9	3.9757E-9	7.0052E-9	1.07273E-8	1.48118E-8	2.38759E-8	3.11146E-8	2.64362E-8	3.12842E-8	4.21607E-8	4.24971E-8	3.4139E-8	3.953E-8	3.7044E-8	3.2988E-8
54	1.0173E-9	1.9317E-9	3.8005E-9	6.568E-9	1.01177E-8	1.43544E-8	2.28933E-8	3.02537E-8	2.52166E-8	2.9435E-8	4.01063E-8	4.19548E-8	3.2814E-8	3.7228E-8	3.5707E-8	3.0672E-8
53.5	9.158E-10	1.9012E-9	3.6231E-9	6.2006E-9	9.6301E-9	1.36239E-8	2.14683E-8	2.89073E-8	2.41514E-8	2.83717E-8	3.89085E-8	4.08323E-8	3.1886E-8	3.5926E-8	3.4147E-8	2.9313E-8
53	8.68E-10	1.7898E-9	3.4275E-9	5.9048E-9	9.3101E-9	1.30865E-8	2.13265E-8	2.70145E-8	2.34272E-8	2.76342E-8	3.6832E-8	3.95028E-8	2.9685E-8	3.3816E-8	3.2861E-8	2.6624E-8
52.5	8.308E-10	1.6761E-9	3.1962E-9	5.6693E-9	8.8587E-9	1.26213E-8	2.03175E-8	2.68737E-8	2.19711E-8	2.66219E-8	3.48984E-8	3.63665E-8	2.8283E-8	3.189E-8	3.1279E-8	2.5037E-8
52	7.859E-10	1.5807E-9	3.0581E-9	5.4921E-9	8.6114E-9	1.24407E-8	1.93283E-8	2.54522E-8	2.07668E-8	2.53228E-8	3.32844E-8	3.46445E-8	2.7188E-8	2.9811E-8	2.9457E-8	2.2678E-8
51.5	7.419E-10	1.5146E-9	2.9201E-9	5.2297E-9	8.0101E-9	1.15463E-8	1.88553E-8	2.39518E-8	1.95657E-8	2.37889E-8	3.13844E-8	3.29504E-8	2.5921E-8	2.8555E-8	2.7465E-8	2.1463E-8
51	6.719E-10	1.4044E-9	2.8638E-9	5.0866E-9	7.6913E-9	1.10091E-8	1.8309E-8	2.27014E-8	1.86861E-8	2.29657E-8	2.99775E-8	3.13967E-8	2.4453E-8	2.7589E-8	2.5877E-8	1.9705E-8
