60	3.7273E-8	5.06226E-8	7.04651E-8	9.47325E-8	1.26421E-7	1.58627E-7	2.24258E-7	2.99423E-7	2.82938E-7	3.25119E-7	4.1718E-7	4.53037E-7	4.55794E-7	5.09874E-7	5.39527E-7	4.85125E-7
59.5	3.5077E-8	4.77664E-8	6.70077E-8	9.12726E-8	1.22177E-7	1.54831E-7	2.18594E-7	2.93488E-7	2.7378E-7	3.13871E-7	4.02816E-7	4.36543E-7	4.38229E-7	4.89403E-7	5.14958E-7	4.5706E-7
59	3.3628E-8	4.60147E-8	6.37746E-8	8.80054E-8	1.19603E-7	1.50999E-7	2.14962E-7	2.89418E-7	2.64907E-7	3.02452E-7	3.90928E-7	4.23837E-7	4.20486E-7	4.71835E-7	4.94705E-7	4.36239E-7
58.5	3.165E-8	4.39898E-8	6.19483E-8	8.55231E-8	1.15675E-7	1.47309E-7	2.10863E-7	2.84454E-7	2.5728E-7	2.9286E-7	3.79876E-7	4.09797E-7	4.05246E-7	4.55837E-7	4.76083E-7	4.15177E-7
58	3.0458E-8	4.2963E-8	6.00764E-8	8.27918E-8	1.12993E-7	1.4499E-7	2.06E-7	2.76352E-7	2.50696E-7	2.85566E-7	3.69268E-7	3.99817E-7	3.93985E-7	4.41337E-7	4.59343E-7	3.96415E-7
57.5	2.8918E-8	4.14143E-8	5.87871E-8	8.02071E-8	1.10493E-7	1.42122E-7	2.02013E-7	2.72246E-7	2.42751E-7	2.76059E-7	3.59349E-7	3.9052E-7	3.80128E-7	4.30376E-7	4.46981E-7	3.79805E-7
57	2.772E-8	4.05312E-8	5.63517E-8	7.76989E-8	1.07299E-7	1.40042E-7	1.99409E-7	2.64838E-7	2.36369E-7	2.69119E-7	3.50898E-7	3.78027E-7	3.69396E-7	4.16909E-7	4.31454E-7	3.65823E-7
56.5	2.6564E-8	3.91101E-8	5.45339E-8	7.58627E-8	1.04379E-7	1.37686E-7	1.96481E-7	2.57164E-7	2.29408E-7	2.61455E-7	3.40812E-7	3.6866E-7	3.5895E-7	4.03694E-7	4.18791E-7	3.53058E-7
56	2.5546E-8	3.79419E-8	5.28198E-8	7.38175E-8	1.02023E-7	1.3483E-7	1.92389E-7	2.51066E-7	2.23861E-7	2.53341E-7	3.32589E-7	3.58542E-7	3.49006E-7	3.90842E-7	4.04776E-7	3.43298E-7
55.5	2.436E-8	3.62395E-8	5.137E-8	7.2093E-8	9.9416E-8	1.32761E-7	1.88669E-7	2.45058E-7	2.17499E-7	2.48428E-7	3.24164E-7	3.50551E-7	3.40728E-7	3.78072E-7	3.93771E-7	3.32971E-7
