12.0264582080577	-17.84242815	-18.02967363	-18.23069526	-18.45057076	-18.68773958	-18.93853219	-19.22377265	-19.54414202	-19.9071251	-20.30502371	-20.76851739	-21.27899027	-21.89778646	-22.70929632	-23.72518532	-25.17846122	-27.47753336	-29.87996379	-29.94450231	-29.918185	-29.918185	-29.89254257	-29.94450231	-29.93125708	-29.98532431
10.7353730542136	-17.97659913	-18.15399576	-18.3583403	-18.56871122	-18.80004347	-19.03683664	-19.30517019	-19.61047641	-19.96036994	-20.37048288	-20.79937839	-21.27790805	-21.85875805	-22.64866023	-23.61761222	-24.87394955	-26.93902051	-29.96642964	-30.22764514	-30.22764514	-30.19823126	-30.19823126	-30.24268302	-30.21283006	-30.19823126
9.69461948618517	-18.11608027	-18.29402193	-18.48575284	-18.69308036	-18.91907481	-19.15493966	-19.41585047	-19.70305409	-20.06572947	-20.46317024	-20.91661315	-21.4047501	-22.01879893	-22.71410334	-23.59498348	-24.8231431	-26.70185112	-29.55485955	-30.38060486	-30.33680223	-30.30863136	-30.33680223	-30.33680223	-30.36578977	-30.30863136
8.83782589482987	-18.24652699	-18.4166833	-18.61579487	-18.81660695	-19.04893817	-19.28239919	-19.54215378	-19.83761856	-20.19029852	-20.58273758	-21.00125677	-21.50902433	-22.08080112	-22.78007334	-23.65770434	-24.8097641	-26.50315151	-29.34419532	-30.40660456	-30.43363323	-30.47559743	-30.42002758	-30.44742656	-30.39335933	-30.42002758
8.12017864393017	-18.36953353	-18.53338453	-18.72511159	-18.93326072	-19.14870167	-19.39579557	-19.65010869	-19.95456629	-20.28374171	-20.66766511	-21.06635284	-21.55283963	-22.13414454	-22.79742376	-23.59846181	-24.80453407	-26.41731422	-29.18469911	-30.57445968	-30.64643318	-30.58844593	-30.54706071	-30.6170193	-30.6316181	-30.6170193
7.51032669921142	-18.43244986	-18.59823013	-18.78060454	-18.98658872	-19.20545295	-19.43344127	-19.69231162	-19.97050715	-20.3082139	-20.66459296	-21.05958083	-21.53557529	-22.08030171	-22.77823643	-23.61509162	-24.58198243	-26.06768657	-28.54824066	-30.69156947	-30.73412908	-30.70555571	-30.71974034	-30.70555571	-30.70555571	-30.69156947
6.9856793573175	-18.54098274	-18.70372752	-18.88853025	-19.08521865	-19.29967629	-19.5215596	-19.79005305	-20.07637665	-20.40466926	-20.76167846	-21.15115131	-21.64819122	-22.19557571	-22.84663213	-23.64275116	-24.66177778	-26.12141254	-28.55183101	-30.81418079	-30.87216804	-30.85735296	-30.91797758	-30.88720592	-30.87216804	-30.87216804
6.52954619653934	-18.62455592	-18.77988581	-18.96113038	-19.1515427	-19.35950462	-19.59312515	-19.83712463	-20.11895833	-20.43331979	-20.79481528	-21.21329531	-21.66393431	-22.2106224	-22.87444954	-23.68155506	-24.67349137	-26.28087575	-29.58716089	-30.94404136	-30.98849312	-30.98849312	-30.94404136	-30.97345525	-30.91546799	-30.95864016
6.12932883849219	-18.67533551	-18.82589297	-19.00545932	-19.19323483	-19.39026683	-19.61402901	-19.84217315	-20.12014628	-20.41580528	-20.76423342	-21.14478	-21.58634946	-22.10355211	-22.71039857	-23.44205431	-24.33849163	-25.49583905	-27.22072965	-29.71234452	-30.96896106	-31.08337141	-31.06833353	-31.17868159	-31.14589177	-31.12989142
5.77533930118395	-18.76247774	-18.91156241	-19.09234348	-19.27490047	-19.46142003	-19.68097934	-19.91745841	-20.17921857	-20.46536322	-20.80886167	-21.15589577	-21.58948846	-22.12711125	-22.76184913	-23.57126202	-24.48903426	-25.71929193	-27.39601875	-29.74185766	-30.99281067	-31.20337544	-31.2191238	-31.23512414	-31.2191238	-31.18787125
